אאוך: אאוכן,אאוךן
םביןי: מבינינו,םביןיןו
םביןיך: מביניכם,םביןיךם
םביןין: מבינינו,םביןיןו
םבל: מבלות,םבלות
םבלבלה: מבלבלת,םבלבלת
םבןיי: מבניין,םבןיין
םבסט: בומבסטיות,בוםבסטי
םבסטיות: בומבסטיותכם,בוםבסטיותךם
םבסטית: בומבסטיות,בוםבסטיות
םבקרה: מבקרת,םבקרת
םבקשה: מבקשות,םבקשות
םברד: לומברדו,וםברד
םברוקל: מברוקלין,םברוקלין
םברוקלי: מברוקלין,םברוקלין
םבריז: מבריזה,םבריזה
םברךה: מברכת,םברךת
םברל: מברליין,םברליין
םברלי: מברלין,םברלין
םברליי: מברליין,םברליין
םברש: המברשת,הםברשת
םברשה: המברשת,הםברשת
םגאזי: למגזין,םגאזין
םגבו: מגבוה,םגבוה
םגבל: מגבלת,םגבלת
םגבע: מגבעת,םגבעת
םגבעה: מגבעת,םגבעת
םגברה: מגברת,םגברת
םגדלן: מגדלנה,םגדלןה
םגו: במגוון,בםגוון
םגוב: מגובה,םגובה
םגוו: במגוון,בםגוון
םגוח: המגוחך,הםגוחך
םגוחךה: מגוחכת,םגוחךת
םגוךחה: מגוכחת,םגוךחת
םגון: מגונה,םגוןה
םגוןדרה: מגונדרת,םגוןדרת
םגוש: מגושם,םגושם
םגושםה: מגושמת,םגושםת
םגז: מגזים,םגזים
םגזי: במגזינים,בםגזיןים
םגין: מגינה,םגיןה
םגיף: המגיפה,םגיףה
םגיר: במגירות,בםגירות
םגל: מגלם,םגלם
םגם: המגמה,הםגםה
םגןו: מגנום,םגןום
םגןול: מגנוליה,םגןוליה
םגר: מגרה,םגרה
םגרדה: מגרדת,םגרדת
םגרם: מגרמניה,םגרםןיה
םגרםן: מגרמניה,םגרםןיה
םדאג: מדאגה,םדאגה
םדברה: מדברות,םדברות
םדג: מדגם,םדגה
םדוברה: המדוברת,הםדוברת
םדווחה: מדווחת,םדווחת
םדוייקה: מדוייקת,םדוייקת
םדויקה: מדויקות,םדויקות
םדוךאה: מדוכאת,םדוךאת
םדוךד: מדוכדכת,םדוךדך
םדוךדךה: מדוכדכת,םדוךדךת
םדום: מדומה,םדוםה
םדוע: ומדוע,וםדוע
םדיו: המדיום,הםדיום
םדיטאץ: מדיטציה,םדיטאץיה
םדיטץ: מדיטציה,םדיטץיה
םדיךא: מדיכאון,םדיךאון
םדיךאו: מדיכאון,םדיךאון
םדיםו: מדימום,םדיםום
םדין: במדינת,בםדיןת
םדיןית: המדיניות,הםדיןיות
םדיןתן: מדינתנו,םדיןתןו
םדיס: במדיסון,בםדיסון
םדיר: מדירה,םדירה
םדךאה: מדכאת,םדךאת
םדל: מדליית,םדליה
םדלי: מדלין,םדלין
םדליו: המדליון,הםדליון
םדליי: מדליין,םדליין
םדלק: מדלקת,םדלקת
םדלקה: מדלקת,םדלקת
םדםיי: מדמיין,םדםיין
םדםםה: מדממת,םדםםת
םדן: שלמדנו,שלםדןו
םדעה: מדעתה,םדעתה
םדףס: המדפסת,הםדףסת
םדףסה: המדפסת,הםדףסת
םדק: מדקה,םדקה
םדרו: המדרון,הםדרון
םדשא: המדשאה,הםדשאה
םהאבטח: מהאבטחה,םהאבטחה
םהאג: מהאגם,םהאגם
םהאד: מהאדמה,םהאדםה
םהאהב: מהאהבה,םהאהבה
םהאוז: מהאוזן,םהאוזן
םהאוזןי: מהאוזניים,םהאוזןיים
םהאוט: מהאוטו,םהאוטו
םהאוךלוס: מהאוכלוסייה,םהאוךלוסייה
םהאוךלוסי: מהאוכלוסייה,םהאוךלוסייה
םהאוןיברסיט: מהאוניברסיטה,םהאוןיברסיטה
םהאוף: מהאופן,םהאוףן
םהאוףןי: מהאופניים,םהאוףןיים
םהאםבט: מהאמבטיה,םהאםבטיה
םהאסךול: מהאסכולה,םהאסךולה
םהאקד: מהאקדמיה,םהאקדםיה
םהאקדם: מהאקדמיה,םהאקדםיה
םהאר: מהארון,םהארון
םהארו: מהארון,םהארון
םהארוח: מהארוחה,םהארוחה
םהארם: מהארמון,םהארםון
םהארםו: מהארמון,םהארםון
םהאש: מהאשמה,םהאשםה
םהאשם: מהאשמה,םהאשםה
םהבחי: מהבחינה,םהבחיןה
םהבחין: מהבחינה,םהבחיןה
םהבט: מהבטן,םהבטן
םהבלג: מהבלגן,םהבלגן
םהבן: מהבניין,םהבןיין
םהבןה: מהבנות,םהבןות
םהבןיי: מהבניין,םהבןיין
םהבע: מהבעיה,םהבעיה
םהבר: מהבריכה,םהבריךה
םהבריך: מהבריכה,םהבריךה
םהג: מהגיהנום,םהגיהןום,םהגיהן
םהגברה: מהגברת,םהגברת
םהגט: מהגטו,םהגטו
םהגיה: מהגיהינום,םהגיהיןום,םהגיהין
םהגיהי: מהגיהינום,םהגיהיןום,םהגיהין
םהגיהין: מהגיהינום,םהגיהיןום
םהגיהיןו: מהגיהינום,םהגיהיןום
םהגיהן: מהגיהנום,םהגיהןום
םהגיהןו: מהגיהנום,םהגיהןום
םהגש: מהגשם,םהגשם
םהד: מהדם,םהדם
םהדר: מהדרום,םהדרום
םהדרו: מהדרום,םהדרום
םההוףע: מההופעה,םההוףעה
םההיסטור: מההיסטוריה,םההיסטוריה
םההס: מההסכם,םההסךם
םההסך: מההסכם,םההסךם
םההץג: מההצגה,םההץגה
םההתחל: מההתחלה,םההתחלה
םהו: מהוות,םהוות
םהוד: מהודו,םהודו
םהודרה: מהודרת,םהודרת
םהוה: מהוות,םהוות
םהוו: מהווים,םהווים
םהוללה: המהוללת,הםהוללת
םהום: מהומות,םהוםות
םהז: מהזמן,םהזם
םהזיךר: מהזיכרון,םהזיךרון
םהזיךרו: מהזיכרון,םהזיךרון
םהח: מהחום,םהחום
םהחבור: מהחבורה,םהחבורה
םהחה: מהחתונה,םהחתוןה,םהחתו
םהחו: מהחווה,םהחווה
םהחוו: מהחווה,םהחווה
םהחוז: מהחוזה,םהחוזה
םהחולץ: מהחולצה,םהחולץה
םהחוףש: מהחופשה,םהחוףשה
םהחוש: מהחושך,םהחושך
םהחל: מהחלון,םהחלון
םהחלו: מהחלון,םהחלון
םהחןי: מהחנייה,םהחןייה
םהחקיר: מהחקירה,םהחקירה
םהחשב: מהחשבון,םהחשבון
םהחשבו: מהחשבון,םהחשבון
םהחתו: מהחתונה,םהחתוןה
םהחתון: מהחתונה,םהחתוןה
םהטלוויז: מהטלוויזיה,םהטלוויזיה
םהטלויז: מהטלויזיה,םהטלויזיה
םהטלף: מהטלפון,םהטלףון
םהטלףו: מהטלפון,םהטלףון
םהיו: מהיום,םהיום
םהיחיד: מהיחידה,םהיחידה
םהיך: מהיכן,םהיךן
םהיק: מהיקום,םהיקום
םהיקו: מהיקום,םהיקום
םהך: מהכיוון,םהךיוון,םהךיו
םהךיו: מהכיוון,םהךיוון
םהךיוו: מהכיוון,םהךיוון
םהךןיס: מהכניסה,םהךןיסה
םהךןס: מהכנסייה,םהךןסייה
םהךןסי: מהכנסייה,םהךןסייה
םהךסףה: מהכספת,םהךסףת
םהל: מהלכים,םהלךים
םהלהק: מהלהקה,םהלהקה
םהלו: מהלומות,םהלוםה
םהליםוד: מהלימודים,םהליםודים
םהלךה: מהלכת,םהלךת
םהם: מהממים,םהםםים
םהםאף: מהמאפיה,םהםאףיה
םהםדי: מהמדינה,םהםדיןה
םהםדין: מהמדינה,םהםדיןה
םהםדר: מהמדרכה,םהםדרךה
םהםדרך: מהמדרכה,םהםדרךה
םהםוזיא: מהמוזיאון,םהםוזיאון
םהםוזיאו: מהמוזיאון,םהםוזיאון
םהםוס: מהמוסך,םהםוסך
םהםועד: מהמועדון,םהםועדון
םהםועדו: מהמועדון,םהםועדון
םהםועץ: מהמועצה,םהםועץה
םהםור: מהמורות,םהםורה
םהםח: מהמחנה,םהםחןה
םהםחל: מהמחלה,םהםחלה
םהםחלק: מהמחלקה,םהםחלקה
םהםחן: מהמחנה,םהםחןה
םהםחס: מהמחסן,םהםחסן
םהםטוףל: מהמטופלים,םהםטוףלים
םהםטר: מהמטרה,םהםטרה
םהםיק: מהמיקום,םהםיקום
םהםיקו: מהמיקום,םהםיקום
םהםך: מהמכונה,םהםךוןה,םהםךו
םהםךו: מהמכונה,םהםךוןה
םהםךון: מהמכונה,םהםךוןה
םהםךלל: מהמכללה,םהםךללה
םהםךןס: מהמכנסיים,םהםךןסיים
םהםךןסי: מהמכנסיים,םהםךןסיים
םהםל: מהמלון,םהםלון
םהםלו: מהמלון,םהםלון
םהםלח: מהמלחמה,םהםלחםה
םהםלחם: מהמלחמה,םהםלחםה
םהםםה: מהממות,םהםםות
םהםםשל: מהממשלה,םהםםשלה
םהםסדר: מהמסדרון,םהםסדרון
םהםסדרו: מהמסדרון,םהםסדרון
םהםסיב: מהמסיבה,םהםסיבה
םהםסעד: מהמסעדה,םהםסעדה
םהםעבד: מהמעבדה,םהםעבדה
םהםףקד: מהמפקדה,םהםףקדה
םהםץל: מהמצלמה,םהםץלםה
םהםץלם: מהמצלמה,םהםץלםה
םהםק: מהמקום,םהםקום
םהםקו: מהמקום,םהםקום
םהםקר: מהמקרה,םהםקרה
םהםרא: מהמראה,םהםראה
םהםרה: מהמרת,םהםרת
םהםרףא: מהמרפאה,םהםרףאה
םהםש: מהמשימה,םהםשיםה
םהםשווא: מהמשוואה,םהםשוואה
םהםשטר: מהמשטרה,םהםשטרה
םהםשים: מהמשימה,םהםשיםה
םהםשךור: מהמשכורת,םהםשךורת
םהםשךורה: מהמשכורת,םהםשךורת
םהםשףח: מהמשפחה,םהםשףחה
םהםשק: מהמשקה,םהםשקה
םהםתח: מהמתחם,םהםתחם
םהםתק: מהמתקן,םהםתקן
םהן: המהנה,הםהןה
םהןיס: מהניסיון,םהןיסיון
םהןיסיו: מהניסיון,םהןיסיון
םהןישוא: מהנישואים,םהןישואים
םהןסיע: מהנסיעה,םהןסיעה
םהןףיל: מהנפילה,םהןףילה
םהןקוד: מהנקודה,םהןקודה
םהןש: מהנשמה,םהןשםה
םהןשם: מהנשמה,םהןשםה
םהס: מהסכנה,םהסךןה,םהסך
םהסביב: מהסביבה,םהסביבה
םהסדר: מהסדרה,םהסדרה
םהסיף: מהסיפון,םהסיףון
םהסיףו: מהסיפון,םהסיףון
םהסך: מהסכנה,םהסךןה
םהסךו: מהסכום,םהסךום
םהסךן: מהסכנה,םהסךןה
םהסףי: מהספינה,םהסףיןה
םהסףין: מהספינה,םהסףיןה
םהסףרי: מהספרייה,םהסףרייה
םהעבוד: מהעבודה,םהעבודה
םהעגל: מהעגלה,םהעגלה
םהעובד: מהעובדה,םהעובדה
םהעוג: מהעוגה,םהעוגה
םהעול: מהעולם,םהעולם
םהעייר: מהעיירה,םהעיירה
םהעית: מהעיתון,םהעיתון
םהעיתו: מהעיתון,םהעיתון
םהעםד: מהעמדה,םהעםדה
םהען: מהעניין,םהעןיין
םהעןיי: מהעניין,םהעןיין
םהף: המהפיכה,הםהףיךה
םהףגיש: מהפגישה,םהףגישה
םהףלאף: מהפלאפון,םהףלאףון
םהףלאףו: מהפלאפון,םהףלאףון
םהףע: מהפעם,םהףעם
םהץף: מהצפון,םהץףון
םהץףו: מהצפון,םהץףון
םהץר: מהצרות,םהץרות
םהץרה: מהצרות,םהץרות
םהק: מהקומה,םהקוםה,םהקו
םהקבוץ: מהקבוצה,םהקבוץה
םהקהיל: מהקהילה,םהקהילה
םהקו: מהקומה,םהקוםה
םהקום: מהקומה,םהקוםה
םהקוף: מהקופה,םהקוףה
םהקוףס: מהקופסה,םהקוףסה
םהקורב: מהקורבן,םהקורבן
םהקורבןה: מהקורבנות,םהקורבןות
םהקזי: מהקזינו,םהקזיןו
םהקזין: מהקזינו,םהקזיןו
םהקן: מהקניון,םהקןיון
םהקןיו: מהקניון,םהקןיון
םהקס: מהקסם,םהקסם
םהקף: מהקפה,םהקףה
םהקץ: מהקצה,םהקץה
םהרגלי: מהרגליים,םהרגליים
םהרגש: מהרגשות,םהרגשות
םהרגשה: מהרגשות,םהרגשות
םהרד: מהרדיו,םהרדיו
םהרךבה: מהרכבת,םהרךבת
םהרע: מהרעיון,םהרעיון
םהרעיו: מהרעיון,םהרעיון
םהרעיוןה: מהרעיונות,םהרעיוןות
םהרעל: מהרעלת,םהרעלת
םהרעלה: מהרעלת,םהרעלת
םהרץף: מהרצפה,םהרץףה
םהרש: מהרשימה,םהרשיםה
םהרשים: מהרשימה,םהרשיםה
םהש: מהשהו,םהשהו
םהשאל: מהשאלה,םהשאלה
םהשגריר: מהשגרירות,םהשגרירות
םהשגרירה: מהשגרירות,םהשגרירות
םהשה: מהשהו,םהשהו
םהשולח: מהשולחן,םהשולחן
םהשור: מהשורה,םהשורה
םהשט: מהשטן,םהשטן
םהשיר: מהשירותים,םהשירותים,םהשירה
םהשירה: מהשירותים,םהשירותים
םהשירות: מהשירותים,םהשירותים
םהשך: מהשכונה,םהשךוןה,םהשךו
םהשךו: מהשכונה,םהשךוןה
םהשךון: מהשכונה,םהשךוןה
םהשם: מהשמות,םהשםות
םהשםה: מהשמות,םהשםות
םהשןי: מהשנייה,םהשןייה
םהשריף: מהשריפה,םהשריףה
םהת: מהתיכון,םהתיךון,םהתיך
םהתא: מהתאונה,םהתאוןה,םהתאו
םהתאו: מהתאונה,םהתאוןה
םהתאון: מהתאונה,םהתאוןה
םהתהל: מהתהליך,םהתהליך
םהתח: מהתחנה,םהתחןה
םהתחל: מהתחלה,םהתחלה
םהתחן: מהתחנה,םהתחןה
םהתחר: מהתחרות,םהתחרות
םהתחרה: מהתחרות,םהתחרות
םהתיך: מהתיכון,םהתיךון
םהתיךו: מהתיכון,םהתיךון
םהתלםיד: מהתלמידים,םהתלםידים
םהתם: מהתמונה,םהתםוןה,םהתםו
םהתםו: מהתמונה,םהתםוןה
םהתםון: מהתמונה,םהתםוןה
םהתקוף: מהתקופה,םהתקוףה
םהתקר: מהתקרה,םהתקרה
םהתקשור: מהתקשורת,םהתקשורת
םהתקשורה: מהתקשורת,םהתקשורת
םוא: הומואי,הוםואי
םוארה: מוארת,םוארת
םואש: מואשמים,םואשם
םוב: ומובן,וםובן
םובחרה: מובחרת,םובחרת
םובטחה: המובטחת,הםובטחת
םוג: המוגן,הםוגן
םוגבלה: מוגבלת,םוגבלת
םוגברה: מוגברת,םוגברת
םוגדרה: מוגדרות,םוגדרות
םוגזםה: מוגזמות,םוגזםות
םוגןה: מוגנת,םוגןת
םוגשה: מוגשת,םוגשת
םוד: וללמוד,וללםוד
םודאגה: מודאגת,םודאגת
םודיעי: המודיעין,הםודיעין
םודר: מודרניים,םודרןי
םודרן: המודרניים,הםודרןיים
םוושיןגט: מוושינגטון,םוושיןגטון
םוושיןגטו: מוושינגטון,םוושיןגטון
םוזיאו: במוזיאון,בםוזיאון
םוזיק: במוזיקה,בםוזיקה
םוזיקא: מוזיקאי,םוזיקאי
םוזיקל: מוזיקלי,םוזיקלי
םוזם: המוזמנים,הםוזםןים
םוזםןה: מוזמנות,םוזםןות
םוחזקה: מוחזקת,םוחזקת
םוחיט: מוחיטו,םוחיטו
םוחלטה: מוחלטת,םוחלטת
םוחץה: מוחצת,םוחץת
םוטאץ: מוטציות,םוטאץיה
םוטיבאץ: המוטיבציה,םוטיבאץיה
םוטיבץ: המוטיבציה,הםוטיבץיה
םוטלה: מוטלת,םוטלת
םוטע: המוטעה,הםוטעה
םוטץ: מוטציות,םוטץיה
םוטץית: המוטציות,הםוטץיות
םוטרדה: מוטרדת,םוטרדת
םוךחה: מוכחת,םוךחת
םוךרה: מוכרות,םוךרות
םוךשרה: מוכשרת,םוךשרת
םוךתםה: מוכתמת,םוךתםת
םולדה: במולדת,בםולדת
םולקול: מולקולות,םולקולה
םוםח: המומחים,הםוםחים
םון: המונה,הםוןה
םוןטג: מונטגיו,םוןטגיו
